"","MetaID","3317A","3318A","3319A","3320A","3321A","3322A","3325A","3326A"
"2820","258.19335_2.317",1.20397280432594,0.693147180559945,0.916290731874154,1.94591014905531,0,1.09861228866811,3.91202300542815,3.14988295338125
"2821","258.19347_7.756",-1.6094379124341,-0.693147180559945,1.6094379124341,-1.6094379124341,-1.38629436111989,-1.20397280432594,-2.30258509299405,-1.45528723260684
"2822","258.19355_9.242",-1.45528723260684,3.68887945411394,2.70805020110221,-1.20397280432594,-0.916290731874154,-0.916290731874154,-1.20397280432594,-1.79175946922805
"2823","258.21953_1.998",2.30258509299405,1.6094379124341,1.6094379124341,2.19722457733622,0.693147180559945,1.6094379124341,0.693147180559945,1.89711998488588
"2824","259.01506_5.131",-1.45528723260684,1.6094379124341,1.6094379124341,-0.223143551314211,-1.38629436111989,-0.693147180559944,-1.20397280432594,-1.09861228866811
"2825","259.01509_6.613",-1.79175946922805,1.25276296849537,1.6094379124341,0.693147180559944,0.405465108108165,0.405465108108165,-1.89711998488588,0
"2826","259.10556_7.19",-2.30258509299405,-3.50655789731998,-3.35240721749272,-2.30258509299405,-2.30258509299405,-1.38629436111989,1.6094379124341,-1.79175946922805
"2827","259.11026_1.448",1.89711998488588,-0.916290731874156,0.405465108108164,2.99573227355399,3.2188758248682,2.30258509299405,3.2188758248682,1.20397280432594
"2828","259.11593_4.431",-1.09861228866811,-1.6094379124341,-1.89711998488588,-0.916290731874156,-0.916290731874154,-1.20397280432594,-2.30258509299405,-1.09861228866811
"2829","259.11631_7.262",0.51082562376599,0.916290731874154,0,0,-0.693147180559944,0.916290731874156,1.6094379124341,2.81341071676004
"2830","259.11649_8.76",-0.405465108108165,0,0,1.09861228866811,0.693147180559945,0.693147180559945,1.50407739677627,1.20397280432594
"2831","259.13117_6.778",1.20397280432594,2.30258509299405,2.70805020110221,-1.6094379124341,-1.89711998488588,-1.89711998488588,0,-1.09861228866811
"2832","259.13466_2.456",-1.09861228866811,-1.04982212449868,0,-1.20397280432594,-1.6094379124341,-1.38629436111989,2.70805020110221,1.89711998488588
"2833","259.15227_11.288",-0.405465108108165,-4.60517018598809,-2.99573227355399,-1.6094379124341,-3.91202300542815,-2.99573227355399,-4.60517018598809,-4.0943445622221
"2834","259.1523_9.342",-1.09861228866811,0.916290731874154,0.693147180559945,-1.6094379124341,-0.693147180559944,0,1.6094379124341,1.09861228866811
"2835","259.15234_5.214",0,-0.916290731874156,0.405465108108164,0,2.30258509299405,2.30258509299405,0,1.20397280432594
"2836","259.15236_6.549",0,-1.38629436111989,-1.6094379124341,0,0.916290731874156,1.6094379124341,-1.6094379124341,0
"2837","259.15239_7.952",-2.01490302054227,-2.99573227355399,-1.38629436111989,-1.6094379124341,-1.89711998488588,-2.30258509299405,2.30258509299405,1.89711998488588
"2838","259.18855_9.787",-3.91202300542815,-3.91202300542815,-3.68887945411394,-2.99573227355399,-3.68887945411394,-0.693147180559944,-1.20397280432594,-3.91202300542815
"2839","259.1888_11.075",3.14988295338125,3.91202300542815,3.55534806148941,0,-0.693147180559944,1.6094379124341,0.405465108108164,-1.09861228866811
"2840","259.18886_2.43",0,-0.916290731874156,-0.798507696217772,-0.510825623765992,-0.693147180559944,-0.693147180559944,-1.38629436111989,-0.405465108108165
"2841","259.22494_2.876",3.50655789731998,2.70805020110221,3.40119738166216,5.29831736654804,3.2188758248682,3.91202300542815,-2.30258509299405,-1.79175946922805
"2842","259.84932_13.375",-1.6094379124341,-1.89711998488588,-2.30258509299405,-1.6094379124341,-1.6094379124341,-1.6094379124341,-2.99573227355399,-3.40119738166216
"2843","259.8496_21.308",1.89711998488588,1.6094379124341,2.30258509299405,1.79175946922805,1.6094379124341,1.6094379124341,2.30258509299405,2.59026716544583
"2844","260.0827_3.341",0.51082562376599,0,-1.04982212449868,0,1.09861228866811,0.916290731874156,-1.38629436111989,-0.405465108108165
"2845","260.08282_6.418",3.40119738166216,3.2188758248682,1.6094379124341,2.99573227355399,2.70805020110221,2.70805020110221,4.60517018598809,4.19970507787993
"2846","260.08299_5.397",0,-1.04982212449868,-1.04982212449868,0,0,0.916290731874156,-0.693147180559945,5.80914299031403
